Index, Month, Rain_Zone, Year, Random Number, Fragment_Set,fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment
    6,    4,    6,    1,  0.003025,   10,   0.000,   0.023,   0.080,   0.067,   0.166,   0.000,   0.001,   0.020,   0.046,   0.026,   0.055,   0.037,   0.000,   0.008,   0.005,   0.038,   0.000,   0.000,   0.000,   0.000,   0.032,   0.000,   0.008,   0.094,   0.000,   0.034,   0.028,   0.001,   0.091,   0.139,   0.000
    7,    4,    7,    1,  0.470047,   10,   0.048,   0.038,   0.010,   0.115,   0.019,   0.010,   0.058,   0.038,   0.000,   0.019,   0.173,   0.144,   0.010,   0.000,   0.000,   0.038,   0.000,   0.019,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.029,   0.029,   0.173,   0.019,   0.000
    8,    4,    8,    1,  0.212412,   10,   0.000,   0.000,   0.000,   0.152,   0.009,   0.058,   0.016,   0.050,   0.000,   0.000,   0.090,   0.049,   0.022,   0.068,   0.010,   0.000,   0.000,   0.037,   0.019,   0.013,   0.071,   0.029,   0.000,   0.000,   0.046,   0.025,   0.000,   0.007,   0.087,   0.142,   0.000
    9,    4,    9,    1,  0.508112,   10,   0.033,   0.367,   0.017,   0.033,   0.017,   0.000,   0.033,   0.000,   0.000,   0.000,   0.033,   0.000,   0.167,   0.033,   0.033,   0.067,   0.017,   0.017,   0.000,   0.000,   0.000,   0.000,   0.083,   0.033,   0.017,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   10,    4,   10,    1,  0.263139,   10,   0.012,   0.059,   0.000,   0.000,   0.000,   0.000,   0.012,   0.023,   0.000,   0.094,   0.000,   0.035,   0.035,   0.000,   0.012,   0.012,   0.294,   0.094,   0.000,   0.000,   0.012,   0.082,   0.000,   0.000,   0.000,   0.165,   0.012,   0.000,   0.047,   0.000,   0.000
   11,    4,   11,    1,  0.669349,   10,   0.034,   0.007,   0.000,   0.002,   0.000,   0.000,   0.065,   0.031,   0.079,   0.000,   0.023,   0.000,   0.000,   0.090,   0.000,   0.011,   0.000,   0.000,   0.000,   0.000,   0.113,   0.036,   0.034,   0.064,   0.000,   0.000,   0.000,   0.273,   0.031,   0.107,   0.000
   12,    4,   12,    1,  0.408806,   10,   0.034,   0.034,   0.034,   0.034,   0.000,   0.000,   0.034,   0.138,   0.000,   0.103,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.034,   0.034,   0.103,   0.000,   0.069,   0.034,   0.000,   0.000,   0.034,   0.000,   0.241,   0.000,   0.000,   0.000
   13,    4,   13,    1,  0.506485,   10,   0.000,   0.060,   0.156,   0.177,   0.050,   0.187,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.142,   0.036,   0.000,   0.000,   0.000,   0.000,   0.173,   0.000,   0.000,   0.019,   0.000,   0.000,   0.000,   0.000,   0.000
   14,    4,   14,    1,  0.073158,   10,   0.069,   0.059,   0.000,   0.000,   0.000,   0.000,   0.037,   0.018,   0.004,   0.132,   0.000,   0.124,   0.086,   0.022,   0.000,   0.019,   0.159,   0.000,   0.000,   0.000,   0.000,   0.002,   0.012,   0.009,   0.000,   0.062,   0.024,   0.000,   0.015,   0.148,   0.000
   15,    4,   15,    1,  0.422185,   10,   0.027,   0.000,   0.000,   0.000,   0.000,   0.019,   0.000,   0.027,   0.012,   0.000,   0.020,   0.000,   0.000,   0.032,   0.096,   0.404,   0.016,   0.019,   0.023,   0.000,   0.017,   0.213,   0.012,   0.000,   0.019,   0.032,   0.000,   0.012,   0.000,   0.000,   0.000
   16,    4,   16,    1,  0.053012,   10,   0.006,   0.000,   0.035,   0.000,   0.002,   0.020,   0.089,   0.009,   0.135,   0.089,   0.077,   0.005,   0.024,   0.000,   0.112,   0.059,   0.035,   0.026,   0.089,   0.009,   0.006,   0.002,   0.053,   0.033,   0.002,   0.000,   0.009,   0.045,   0.030,   0.000,   0.000
   17,    4,   17,    1,  0.773697,   10,   0.016,   0.070,   0.277,   0.045,   0.156,   0.003,   0.000,   0.000,   0.004,   0.008,   0.000,   0.014,   0.000,   0.000,   0.000,   0.000,   0.131,   0.037,   0.015,   0.003,   0.027,   0.045,   0.040,   0.000,   0.025,   0.021,   0.019,   0.020,   0.003,   0.023,   0.000
   18,    4,   18,    1,  0.625892,   10,   0.004,   0.000,   0.004,   0.034,   0.034,   0.000,   0.000,   0.026,   0.000,   0.000,   0.000,   0.034,   0.009,   0.000,   0.022,   0.082,   0.026,   0.086,   0.272,   0.086,   0.177,   0.017,   0.000,   0.009,   0.017,   0.000,   0.052,   0.000,   0.000,   0.009,   0.000
    1,    5,    1,    1,  0.944264,   10,   0.019,   0.014,   0.014,   0.086,   0.009,   0.005,   0.002,   0.009,   0.082,   0.105,   0.270,   0.000,   0.002,   0.016,   0.000,   0.082,   0.000,   0.000,   0.002,   0.000,   0.098,   0.035,   0.140,   0.000,   0.000,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000
    2,    5,    2,    1,  0.556892,   10,   0.000,   0.000,   0.000,   0.015,   0.011,   0.000,   0.000,   0.000,   0.000,   0.000,   0.075,   0.124,   0.000,   0.000,   0.000,   0.000,   0.000,   0.103,   0.179,   0.272,   0.000,   0.012,   0.000,   0.000,   0.000,   0.000,   0.093,   0.023,   0.000,   0.012,   0.081
    3,    5,    3,    1,  0.239843,   10,   0.154,   0.319,   0.000,   0.000,   0.000,   0.000,   0.000,   0.055,   0.000,   0.000,   0.110,   0.000,   0.000,   0.000,   0.033,   0.099,   0.000,   0.044,   0.000,   0.000,   0.000,   0.132,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.055
    4,    5,    4,    1,  0.829636,   10,   0.000,   0.000,   0.000,   0.000,   0.032,   0.000,   0.000,   0.000,   0.098,   0.000,   0.000,   0.000,   0.000,   0.000,   0.064,   0.020,   0.016,   0.138,   0.100,   0.000,   0.000,   0.122,   0.000,   0.000,   0.216,   0.000,   0.000,   0.000,   0.069,   0.043,   0.083
    5,    5,    5,    1,  0.837673,   10,   0.061,   0.002,   0.041,   0.019,   0.001,   0.066,   0.001,   0.011,   0.068,   0.000,   0.000,   0.209,   0.044,   0.001,   0.000,   0.000,   0.006,   0.001,   0.003,   0.038,   0.003,   0.011,   0.010,   0.018,   0.052,   0.055,   0.094,   0.004,   0.001,   0.000,   0.178
    6,    5,    6,    1,  0.849762,   10,   0.002,   0.026,   0.014,   0.026,   0.006,   0.014,   0.004,   0.036,   0.085,   0.305,   0.103,   0.001,   0.072,   0.004,   0.097,   0.038,   0.005,   0.002,   0.016,   0.056,   0.003,   0.027,   0.022,   0.012,   0.013,   0.006,   0.000,   0.002,   0.000,   0.004,   0.001
    7,    5,    7,    1,  0.713532,   10,   0.008,   0.000,   0.025,   0.075,   0.069,   0.019,   0.040,   0.002,   0.005,   0.048,   0.000,   0.011,   0.001,   0.000,   0.012,   0.007,   0.014,   0.046,   0.039,   0.014,   0.131,   0.116,   0.001,   0.000,   0.000,   0.000,   0.031,   0.061,   0.041,   0.137,   0.046
    8,    5,    8,    1,  0.417111,   10,   0.000,   0.000,   0.000,   0.000,   0.032,   0.000,   0.000,   0.000,   0.098,   0.000,   0.000,   0.000,   0.000,   0.000,   0.064,   0.020,   0.016,   0.138,   0.100,   0.000,   0.000,   0.122,   0.000,   0.000,   0.216,   0.000,   0.000,   0.000,   0.069,   0.043,   0.083
    9,    5,    9,    1,  0.030636,   10,   0.000,   0.000,   0.042,   0.000,   0.000,   0.008,   0.175,   0.025,   0.008,   0.000,   0.042,   0.025,   0.033,   0.017,   0.050,   0.017,   0.108,   0.008,   0.000,   0.000,   0.000,   0.400,   0.017,   0.008,   0.000,   0.000,   0.000,   0.000,   0.000,   0.008,   0.008
   10,    5,   10,    1,  0.766344,   10,   0.000,   0.000,   0.127,   0.000,   0.005,   0.000,   0.000,   0.000,   0.000,   0.189,   0.004,   0.000,   0.013,   0.000,   0.000,   0.000,   0.000,   0.000,   0.237,   0.026,   0.007,   0.000,   0.000,   0.230,   0.004,   0.034,   0.005,   0.000,   0.000,   0.000,   0.117
   11,    5,   11,    1,  0.346660,   10,   0.034,   0.069,   0.000,   0.000,   0.022,   0.000,   0.005,   0.014,   0.024,   0.000,   0.000,   0.149,   0.000,   0.000,   0.000,   0.050,   0.000,   0.000,   0.305,   0.011,   0.089,   0.023,   0.039,   0.000,   0.000,   0.000,   0.111,   0.055,   0.000,   0.000,   0.000
   12,    5,   12,    1,  0.360455,   10,   0.052,   0.000,   0.007,   0.007,   0.044,   0.030,   0.015,   0.000,   0.178,   0.200,   0.000,   0.089,   0.000,   0.007,   0.000,   0.000,   0.007,   0.015,   0.007,   0.007,   0.000,   0.007,   0.007,   0.119,   0.119,   0.067,   0.015,   0.000,   0.000,   0.000,   0.000
   13,    5,   13,    1,  0.149152,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   14,    5,   14,    1,  0.174975,   10,   0.288,   0.036,   0.094,   0.000,   0.000,   0.000,   0.138,   0.008,   0.019,   0.015,   0.007,   0.130,   0.015,   0.000,   0.000,   0.045,   0.003,   0.000,   0.032,   0.008,   0.045,   0.000,   0.004,   0.000,   0.000,   0.059,   0.044,   0.007,   0.002,   0.000,   0.000
   15,    5,   15,    1,  0.839839,   10,   0.302,   0.044,   0.010,   0.000,   0.024,   0.000,   0.024,   0.000,   0.051,   0.010,   0.051,   0.030,   0.000,   0.000,   0.007,   0.068,   0.000,   0.037,   0.010,   0.027,   0.000,   0.000,   0.000,   0.044,   0.000,   0.000,   0.027,   0.000,   0.075,   0.149,   0.010
   16,    5,   16,    1,  0.884376,   10,   0.000,   0.009,   0.000,   0.043,   0.026,   0.092,   0.000,   0.000,   0.000,   0.014,   0.180,   0.078,   0.168,   0.180,   0.054,   0.042,   0.034,   0.062,   0.006,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   17,    5,   17,    1,  0.358113,   10,   0.044,   0.003,   0.000,   0.001,   0.035,   0.049,   0.111,   0.331,   0.020,   0.009,   0.007,   0.000,   0.056,   0.047,   0.001,   0.021,   0.000,   0.056,   0.016,   0.079,   0.019,   0.085,   0.003,   0.000,   0.000,   0.001,   0.004,   0.001,   0.001,   0.000,   0.003
   18,    5,   18,    1,  0.644838,   10,   0.008,   0.000,   0.016,   0.159,   0.032,   0.008,   0.048,   0.008,   0.016,   0.095,   0.064,   0.000,   0.016,   0.016,   0.016,   0.103,   0.048,   0.040,   0.000,   0.000,   0.000,   0.000,   0.032,   0.064,   0.032,   0.040,   0.016,   0.119,   0.008,   0.000,   0.000
    1,    6,    1,    1,  0.454913,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.038,   0.058,   0.010,   0.615,   0.000,   0.096,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.163,   0.010,   0.000,   0.000,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000
    2,    6,    2,    1,  0.030935,   10,   0.003,   0.000,   0.000,   0.000,   0.000,   0.000,   0.181,   0.036,   0.154,   0.127,   0.235,   0.034,   0.012,   0.000,   0.000,   0.000,   0.000,   0.006,   0.011,   0.000,   0.000,   0.124,   0.038,   0.000,   0.005,   0.026,   0.000,   0.000,   0.008,   0.000,   0.000
    3,    6,    3,    1,  0.777725,   10,   0.000,   0.017,   0.056,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.000,   0.045,   0.034,   0.011,   0.028,   0.045,   0.000,   0.000,   0.157,   0.067,   0.023,   0.039,   0.000,   0.090,   0.180,   0.129,   0.045,   0.000
    4,    6,    4,    1,  0.904963,   10,   0.000,   0.044,   0.146,   0.000,   0.102,   0.000,   0.012,   0.000,   0.000,   0.044,   0.000,   0.004,   0.000,   0.023,   0.379,   0.000,   0.000,   0.058,   0.000,   0.117,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.071,   0.000
    5,    6,    5,    1,  0.235190,   10,   0.021,   0.006,   0.001,   0.001,   0.049,   0.001,   0.000,   0.000,   0.001,   0.271,   0.123,   0.057,   0.028,   0.060,   0.044,   0.047,   0.007,   0.001,   0.001,   0.011,   0.188,   0.002,   0.000,   0.003,   0.007,   0.035,   0.011,   0.011,   0.011,   0.001,   0.000
    6,    6,    6,    1,  0.193343,   10,   0.069,   0.000,   0.004,   0.000,   0.000,   0.000,   0.031,   0.000,   0.001,   0.004,   0.007,   0.064,   0.126,   0.026,   0.031,   0.006,   0.001,   0.055,   0.104,   0.043,   0.107,   0.114,   0.009,   0.019,   0.000,   0.008,   0.008,   0.129,   0.027,   0.005,   0.000
    7,    6,    7,    1,  0.027282,   10,   0.000,   0.000,   0.038,   0.092,   0.015,   0.000,   0.000,   0.000,   0.085,   0.508,   0.100,   0.015,   0.000,   0.023,   0.000,   0.000,   0.062,   0.000,   0.000,   0.008,   0.023,   0.015,   0.000,   0.000,   0.000,   0.008,   0.000,   0.008,   0.000,   0.000,   0.000
    8,    6,    8,    1,  0.760096,   10,   0.092,   0.030,   0.074,   0.000,   0.000,   0.061,   0.038,   0.017,   0.074,   0.009,   0.000,   0.000,   0.083,   0.028,   0.083,   0.089,   0.060,   0.000,   0.000,   0.092,   0.007,   0.030,   0.014,   0.074,   0.000,   0.000,   0.028,   0.004,   0.014,   0.000,   0.000
    9,    6,    9,    1,  0.923120,   10,   0.477,   0.025,   0.019,   0.010,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.004,   0.000,   0.000,   0.032,   0.193,   0.013,   0.023,   0.000,   0.032,   0.002,   0.029,   0.004,   0.002,   0.004,   0.036,   0.000,   0.080,   0.000,   0.000,   0.000,   0.000
   10,    6,   10,    1,  0.235079,   10,   0.185,   0.065,   0.004,   0.012,   0.004,   0.000,   0.000,   0.000,   0.000,   0.003,   0.004,   0.000,   0.004,   0.014,   0.171,   0.108,   0.113,   0.006,   0.098,   0.001,   0.001,   0.064,   0.004,   0.009,   0.007,   0.001,   0.119,   0.002,   0.000,   0.000,   0.000
   11,    6,   11,    1,  0.129393,   10,   0.000,   0.044,   0.146,   0.000,   0.102,   0.000,   0.012,   0.000,   0.000,   0.044,   0.000,   0.004,   0.000,   0.023,   0.379,   0.000,   0.000,   0.058,   0.000,   0.117,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.071,   0.000
   12,    6,   12,    1,  0.824652,   10,   0.000,   0.000,   0.000,   0.000,   0.017,   0.144,   0.034,   0.111,   0.034,   0.043,   0.051,   0.000,   0.051,   0.009,   0.000,   0.034,   0.009,   0.000,   0.000,   0.000,   0.034,   0.051,   0.000,   0.119,   0.060,   0.000,   0.000,   0.000,   0.201,   0.000,   0.000
   13,    6,   13,    1,  0.690600,   10,   0.148,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.056,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.100,   0.080,   0.293,   0.000,   0.000,   0.000,   0.000,   0.097,   0.048,   0.178,   0.000,   0.000,   0.000,   0.000
   14,    6,   14,    1,  0.346049,   10,   0.018,   0.005,   0.000,   0.000,   0.000,   0.319,   0.077,   0.008,   0.000,   0.000,   0.029,   0.002,   0.142,   0.003,   0.005,   0.000,   0.002,   0.000,   0.058,   0.104,   0.098,   0.054,   0.064,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000
   15,    6,   15,    1,  0.001090,   10,   0.000,   0.034,   0.000,   0.000,   0.000,   0.029,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.161,   0.051,   0.093,   0.042,   0.079,   0.259,   0.006,   0.028,   0.039,   0.000,   0.010,   0.010,   0.000,   0.161,   0.000,   0.000,   0.000
   16,    6,   16,    1,  0.489992,   10,   0.009,   0.000,   0.054,   0.000,   0.000,   0.012,   0.032,   0.009,   0.011,   0.000,   0.000,   0.000,   0.277,   0.163,   0.005,   0.036,   0.012,   0.000,   0.122,   0.005,   0.009,   0.167,   0.043,   0.014,   0.000,   0.009,   0.000,   0.000,   0.012,   0.000,   0.000
   17,    6,   17,    1,  0.914907,   10,   0.000,   0.000,   0.000,   0.005,   0.000,   0.000,   0.014,   0.009,   0.020,   0.004,   0.000,   0.000,   0.018,   0.000,   0.035,   0.004,   0.064,   0.102,   0.092,   0.374,   0.000,   0.000,   0.000,   0.000,   0.078,   0.047,   0.079,   0.053,   0.000,   0.004,   0.000
   18,    6,   18,    1,  0.447849,   10,   0.012,   0.024,   0.037,   0.027,   0.011,   0.012,   0.000,   0.002,   0.006,   0.000,   0.000,   0.034,   0.004,   0.009,   0.022,   0.022,   0.164,   0.024,   0.032,   0.000,   0.124,   0.001,   0.018,   0.009,   0.070,   0.078,   0.007,   0.011,   0.219,   0.018,   0.000
    1,    7,    1,    1,  0.688276,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.621,   0.000,   0.138,   0.172,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.000
    2,    7,    2,    1,  0.271522,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.192,   0.100,   0.000,   0.050,   0.038,   0.000,   0.000,   0.000,   0.226,   0.019,   0.000,   0.122,   0.000,   0.000,   0.064,   0.057,   0.000,   0.000,   0.024,   0.000,   0.000,   0.000,   0.007,   0.058,   0.000,   0.043
    3,    7,    3,    1,  0.997882,   10,   0.087,   0.000,   0.000,   0.000,   0.000,   0.000,   0.165,   0.000,   0.000,   0.011,   0.000,   0.000,   0.000,   0.000,   0.000,   0.014,   0.159,   0.000,   0.000,   0.000,   0.000,   0.000,   0.014,   0.019,   0.258,   0.000,   0.159,   0.000,   0.070,   0.043,   0.000
    4,    7,    4,    1,  0.231034,   10,   0.023,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.175,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.660,   0.000,   0.000,   0.000,   0.000,   0.026,   0.000,   0.116,   0.000,   0.000
    5,    7,    5,    1,  0.639188,   10,   0.008,   0.000,   0.000,   0.000,   0.000,   0.092,   0.034,   0.008,   0.042,   0.017,   0.025,   0.025,   0.008,   0.008,   0.059,   0.008,   0.000,   0.000,   0.000,   0.000,   0.008,   0.008,   0.050,   0.008,   0.328,   0.008,   0.008,   0.042,   0.193,   0.008,   0.000
    6,    7,    6,    1,  0.265477,   10,   0.000,   0.000,   0.007,   0.000,   0.015,   0.000,   0.000,   0.005,   0.008,   0.073,   0.000,   0.055,   0.000,   0.000,   0.000,   0.000,   0.000,   0.183,   0.536,   0.027,   0.007,   0.013,   0.039,   0.001,   0.001,   0.001,   0.000,   0.000,   0.000,   0.028,   0.000
    7,    7,    7,    1,  0.676270,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.644,   0.000,   0.000,   0.000,   0.010,   0.029,   0.000,   0.000,   0.000,   0.000,   0.029,   0.010,   0.000,   0.000,   0.192,   0.000,   0.029,   0.010,   0.010,   0.010,   0.010,   0.019,   0.000,   0.000,   0.000,   0.000
    8,    7,    8,    1,  0.916688,   10,   0.000,   0.000,   0.200,   0.000,   0.000,   0.114,   0.000,   0.000,   0.000,   0.354,   0.000,   0.046,   0.000,   0.000,   0.000,   0.000,   0.000,   0.101,   0.000,   0.040,   0.008,   0.000,   0.000,   0.046,   0.000,   0.000,   0.000,   0.025,   0.000,   0.000,   0.067
    9,    7,    9,    1,  0.962762,   10,   0.002,   0.178,   0.062,   0.009,   0.030,   0.029,   0.011,   0.002,   0.121,   0.062,   0.009,   0.005,   0.032,   0.251,   0.130,   0.004,   0.000,   0.014,   0.007,   0.020,   0.014,   0.000,   0.000,   0.004,   0.000,   0.000,   0.000,   0.000,   0.000,   0.005,   0.000
   10,    7,   10,    1,  0.021942,   10,   0.107,   0.000,   0.000,   0.000,   0.112,   0.000,   0.000,   0.632,   0.010,   0.004,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.023,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.112
   11,    7,   11,    1,  0.809076,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.112,   0.033,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.176,   0.000,   0.000,   0.000,   0.000,   0.518,   0.016,   0.042,   0.047,   0.000,   0.000,   0.056,   0.000,   0.000
   12,    7,   12,    1,  0.890004,   10,   0.137,   0.059,   0.127,   0.029,   0.088,   0.020,   0.010,   0.098,   0.000,   0.127,   0.010,   0.000,   0.206,   0.039,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000,   0.029
   13,    7,   13,    1,  0.655337,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   14,    7,   14,    1,  0.409131,   10,   0.061,   0.197,   0.007,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.014,   0.000,   0.014,   0.058,   0.000,   0.000,   0.000,   0.004,   0.031,   0.044,   0.064,   0.319,   0.026,   0.000,   0.006,   0.057,   0.000,   0.004,   0.086,   0.007
   15,    7,   15,    1,  0.973726,   10,   0.000,   0.000,   0.000,   0.000,   0.057,   0.000,   0.000,   0.000,   0.145,   0.127,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.031,   0.000,   0.000,   0.183,   0.057,   0.000,   0.000,   0.369,   0.031,   0.000,   0.000
   16,    7,   16,    1,  0.599576,   10,   0.076,   0.000,   0.036,   0.029,   0.078,   0.238,   0.004,   0.000,   0.000,   0.000,   0.038,   0.000,   0.113,   0.000,   0.000,   0.000,   0.014,   0.007,   0.000,   0.051,   0.000,   0.061,   0.072,   0.004,   0.002,   0.040,   0.000,   0.008,   0.101,   0.015,   0.012
   17,    7,   17,    1,  0.910974,   10,   0.000,   0.010,   0.077,   0.010,   0.010,   0.074,   0.060,   0.008,   0.105,   0.003,   0.000,   0.015,   0.161,   0.000,   0.097,   0.023,   0.024,   0.134,   0.003,   0.000,   0.000,   0.000,   0.121,   0.000,   0.000,   0.020,   0.008,   0.003,   0.023,   0.003,   0.010
   18,    7,   18,    1,  0.587650,   10,   0.005,   0.008,   0.012,   0.014,   0.016,   0.051,   0.060,   0.075,   0.004,   0.002,   0.001,   0.002,   0.003,   0.121,   0.005,   0.008,   0.003,   0.171,   0.008,   0.050,   0.008,   0.013,   0.012,   0.014,   0.062,   0.087,   0.011,   0.004,   0.008,   0.006,   0.156
    1,    8,    1,    1,  0.624988,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.078,   0.000,   0.000,   0.137,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.020,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.314,   0.275,   0.000,   0.000,   0.098,   0.059,   0.020,   0.000
    2,    8,    2,    1,  0.964788,   10,   0.299,   0.015,   0.000,   0.030,   0.015,   0.015,   0.075,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000,   0.000,   0.134,   0.149,   0.015,   0.000,   0.000,   0.000,   0.075,   0.075,   0.075,   0.015,   0.000,   0.000,   0.000,   0.000
    3,    8,    3,    1,  0.260248,   10,   0.010,   0.000,   0.000,   0.000,   0.132,   0.000,   0.000,   0.103,   0.172,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.167,   0.000,   0.000,   0.000,   0.000,   0.000,   0.127,   0.064,   0.226,   0.000,   0.000
    4,    8,    4,    1,  0.221423,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.761,   0.005,   0.000,   0.000,   0.000,   0.026,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.090,   0.007,   0.047,   0.064
    5,    8,    5,    1,  0.539121,   10,   0.002,   0.008,   0.002,   0.002,   0.008,   0.002,   0.000,   0.287,   0.018,   0.097,   0.002,   0.093,   0.004,   0.093,   0.177,   0.132,   0.002,   0.019,   0.000,   0.000,   0.000,   0.027,   0.006,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.002,   0.018
    6,    8,    6,    1,  0.015463,   10,   0.091,   0.014,   0.008,   0.000,   0.044,   0.012,   0.023,   0.002,   0.012,   0.035,   0.007,   0.167,   0.000,   0.055,   0.050,   0.011,   0.007,   0.002,   0.000,   0.092,   0.039,   0.075,   0.100,   0.023,   0.000,   0.000,   0.000,   0.022,   0.003,   0.039,   0.068
    7,    8,    7,    1,  0.833720,   10,   0.015,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.015,   0.000,   0.000,   0.200,   0.108,   0.108,   0.077,   0.031,   0.062,   0.092,   0.000,   0.000,   0.000,   0.031,   0.000,   0.000,   0.000,   0.015,   0.123,   0.015,   0.000,   0.062,   0.000,   0.031
    8,    8,    8,    1,  0.011554,   10,   0.176,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000,   0.014,   0.060,   0.000,   0.000,   0.000,   0.000,   0.000,   0.293,   0.015,   0.024,   0.000,   0.000,   0.000,   0.000,   0.360,   0.000,   0.000,   0.000,   0.010,   0.000,   0.000,   0.004,   0.000,   0.032
    9,    8,    9,    1,  0.291671,   10,   0.100,   0.100,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.100,   0.200,   0.000,   0.000,   0.000,   0.100,   0.100,   0.100,   0.100,   0.000,   0.100,   0.000,   0.000
   10,    8,   10,    1,  0.940611,   10,   0.000,   0.022,   0.178,   0.089,   0.037,   0.007,   0.022,   0.000,   0.000,   0.000,   0.252,   0.007,   0.007,   0.015,   0.052,   0.000,   0.030,   0.030,   0.022,   0.148,   0.015,   0.007,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.059
   11,    8,   11,    1,  0.807029,   10,   0.000,   0.000,   0.026,   0.000,   0.000,   0.069,   0.180,   0.019,   0.000,   0.002,   0.000,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.163,   0.375,   0.156,   0.000,   0.000
