Fagaitua_no_rain,,,,,,,,
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
7/21/2017 6:45,1,78.5,77.4,0,88,6,0,70.3
7/21/2017 7:00,10,77.7,77.5,0,72,13,2,70.1
7/21/2017 7:15,30,78.2,77.6,0,53,4,0,70.4
7/21/2017 7:30,69,76.3,77.9,0,55,6,1,70
7/21/2017 7:45,158,76.7,78.7,0,93,7,0,70.9
7/21/2017 8:00,210,75.8,79.5,0,56,5,0,71.4
7/21/2017 8:15,260,73.3,80.2,0,104,5,0,71.1
7/21/2017 8:30,336,74.7,80.6,0,98,5,0,72
7/21/2017 8:45,387,72.6,81,0,79,13,1,71.6
7/21/2017 9:00,444,72.1,81.1,0,79,9,1,71.5
7/21/2017 9:15,461,72.8,81.2,0,94,9,1,71.8
7/21/2017 9:30,343,75.9,80.8,0,122,5,1,72.7
7/21/2017 9:45,604,73.2,81,0,97,11,3,71.8
7/21/2017 10:00,484,75.3,81.1,0,101,12,2,72.7
7/21/2017 10:15,404,77.1,81.1,0,96,10,1,73.4
7/21/2017 10:30,289,78.8,80.3,0,105,11,3,73.2
7/21/2017 10:45,427,78.7,80.1,0,121,13,2,73
7/21/2017 11:00,439,76.9,80.3,0,115,13,3,72.5
7/21/2017 11:15,419,77.2,80.7,0,98,15,2,73
7/21/2017 11:30,502,77,80.4,0,94,16,5,72.7
7/21/2017 11:45,616,75.6,81.3,0,103,14,5,73
7/21/2017 12:00,629,74.8,80.9,0,103,13,5,72.3
7/21/2017 12:15,661,74.3,81.2,0,104,14,5,72.4
7/21/2017 12:30,650,73.8,81.1,0,98,14,5,72.1
7/21/2017 12:45,617,74.9,80.9,0,81,16,5,72.4
7/21/2017 13:00,577,76.3,81,0,93,16,5,73
7/21/2017 13:15,432,75.6,80.9,0,111,13,3,72.6
7/21/2017 13:30,477,74.7,80.5,0,105,15,5,71.9
7/21/2017 13:45,577,73.4,81,0,103,15,5,71.9
7/21/2017 14:00,443,75.6,80.6,0,108,13,5,72.3
7/21/2017 14:15,534,75,80.5,0,112,18,6,72
7/21/2017 14:30,428,75.2,80.3,0,103,14,6,71.9
7/21/2017 14:45,726,73.5,80.9,0,88,15,4,71.8
7/21/2017 15:00,593,73,81.6,0,100,19,3,72.3
7/21/2017 15:15,487,72.7,81.2,0,118,15,4,71.8
7/21/2017 15:30,487,72.8,81.1,0,124,17,5,71.7
7/21/2017 15:45,369,73.1,80.5,0,104,14,5,71.3
7/21/2017 16:00,429,73,80.6,0,108,12,4,71.3
7/21/2017 16:15,355,71.6,80.9,0,121,11,2,71.1
7/21/2017 16:30,287,70.8,80.6,0,107,15,5,70.5
7/21/2017 16:45,265,72.5,80.3,0,97,11,4,70.9
7/21/2017 17:00,236,74.1,80.1,0,90,14,4,71.3
7/21/2017 17:15,123,75.8,79.7,0,118,9,2,71.6
7/21/2017 17:30,65,76.4,79.1,0,88,18,3,71.2
7/21/2017 17:45,44,76.8,78.9,0,86,11,3,71.1
7/21/2017 18:00,26,77.1,78.8,0,97,12,4,71.2
7/21/2017 18:15,6,77.1,78.7,0,86,13,5,71.1
7/21/2017 18:30,0,80,78.7,0,86,10,4,72.1
7/21/2017 18:45,0,80.6,78.5,0,107,17,4,72.1
7/21/2017 19:00,0,81.1,78.1,0,90,7,1,71.9
7/21/2017 19:15,0,80.7,78.1,0,83,8,1,71.8
7/21/2017 19:30,0,80,78.3,0,93,9,1,71.7
7/21/2017 19:45,0,81,78.2,0,110,7,1,72
7/21/2017 20:00,0,81.2,78.2,0,120,13,3,72.1
7/21/2017 20:15,0,80.5,78.6,0,103,12,4,72.2
7/21/2017 20:30,0,81.7,78.5,0,83,11,3,72.5
7/21/2017 20:45,0,81.8,78.3,0,108,10,3,72.4
7/21/2017 21:00,0,81.6,78.6,0,93,13,5,72.6
7/21/2017 21:15,0,82,78.6,0,108,12,3,72.7
7/21/2017 21:30,0,81.6,78.6,0,97,15,4,72.6
7/21/2017 21:45,0,80.8,78.8,0,104,13,3,72.5
7/21/2017 22:00,0,81.2,78.7,0,138,12,2,72.5
7/21/2017 22:15,0,82.4,78.4,0,135,8,0,72.7
7/21/2017 22:30,0,81.5,78.4,0,81,9,3,72.4
7/21/2017 22:45,0,80.6,78.6,0,91,9,2,72.2
7/21/2017 23:00,0,81.8,78.5,0,104,11,3,72.6
7/21/2017 23:15,0,81.4,78.5,0,88,15,3,72.4
7/21/2017 23:30,0,80,78.5,0,107,11,4,71.9
7/21/2017 23:45,0,80,78.6,0,112,14,4,72
7/22/2017 0:00,0,81.3,78.2,0,100,12,4,72.1
7/22/2017 0:15,0,82.3,77.9,0,132,10,2,72.1
7/22/2017 0:30,0,82.4,77.7,0,117,8,2,72
7/22/2017 0:45,0,77.6,78.3,0,114,11,4,70.9
7/22/2017 1:00,0,78.6,78.7,0,100,13,5,71.6
7/22/2017 1:15,0,76.2,78.8,0,114,22,8,70.8
7/22/2017 1:30,0,77.8,78.7,0,107,18,5,71.3
7/22/2017 1:45,0,77.8,78.7,0,96,19,6,71.3
7/22/2017 2:00,0,76.5,78.6,0,115,12,5,70.7
7/22/2017 2:15,0,76.1,78.5,0,90,8,2,70.5
7/22/2017 2:30,0,75.8,78.4,0,90,8,3,70.3
7/22/2017 2:45,0,79.1,78.2,0,97,11,3,71.3
7/22/2017 3:00,0,78.1,78.4,0,94,21,5,71.1
7/22/2017 3:15,0,77.9,78.2,0,88,9,3,70.9
7/22/2017 3:30,0,78.6,78.2,0,98,7,2,71.1
7/22/2017 3:45,0,77.7,78,0,90,11,3,70.6
7/22/2017 4:00,0,77.7,78.3,0,108,23,6,70.9
7/22/2017 4:15,0,76.9,78.3,0,112,18,5,70.6
7/22/2017 4:30,0,78.6,78.1,0,114,10,3,71
7/22/2017 4:45,0,77.3,78.1,0,120,11,4,70.6
7/22/2017 5:00,0,77.3,78.1,0,112,10,3,70.6
7/22/2017 5:15,0,76,78,0,104,12,2,70
7/22/2017 5:30,0,75,78,0,80,11,2,69.6
7/22/2017 5:45,0,76.9,78.2,0,96,14,4,70.5
7/22/2017 6:00,0,77.3,78.2,0,107,13,4,70.7
7/22/2017 6:15,0,78,78.1,0,103,8,3,70.8
7/22/2017 6:30,0,79.2,77.9,0,103,8,3,71.1
7/22/2017 6:45,1,78.4,77.8,0,84,12,2,70.7
7/22/2017 7:00,10,78,78,0,105,8,2,70.7
7/22/2017 7:15,34,79.1,77.8,0,111,9,2,70.9
7/22/2017 7:30,58,77.3,77.9,0,107,8,3,70.4
7/22/2017 7:45,117,77.8,78.1,0,118,16,3,70.7
7/22/2017 8:00,174,75.9,78.9,0,127,11,4,70.8
7/22/2017 8:15,211,75.6,78.9,0,120,7,2,70.7
7/22/2017 8:30,223,75.5,79.1,0,121,8,2,70.9
7/22/2017 8:45,439,70.1,79.9,0,98,14,4,69.5
7/22/2017 9:00,417,69.1,80.6,0,104,15,4,69.8
7/22/2017 9:15,423,68,80.6,0,101,14,5,69.3
7/22/2017 9:30,573,67.7,80.6,0,91,18,8,69.2
7/22/2017 9:45,651,66.5,81.2,0,98,11,3,69.2
7/22/2017 10:00,661,66.6,81.9,0,125,13,3,69.9
7/22/2017 10:15,620,65.1,82.1,0,135,17,3,69.5
7/22/2017 10:30,805,68.4,81.9,0,120,11,2,70.7
7/22/2017 10:45,673,68.3,82.2,0,127,8,2,71
7/22/2017 11:00,606,69,81.6,0,124,13,2,70.7
7/22/2017 11:15,940,67.6,81.7,0,104,9,3,70.2
7/22/2017 11:30,840,68.7,82.1,0,104,16,5,71
7/22/2017 11:45,369,70.8,81.4,0,132,9,2,71.2
7/22/2017 12:00,805,66.9,80.9,0,110,13,4,69.1
7/22/2017 12:15,807,67.4,81.9,0,108,10,2,70.3
7/22/2017 12:30,642,66.5,82.2,0,141,11,3,70.2
7/22/2017 12:45,733,68.1,81.5,0,135,12,3,70.2
7/22/2017 13:00,342,71.6,80.5,0,118,12,6,70.7
7/22/2017 13:15,494,71.2,79.8,0,121,14,5,69.9
7/22/2017 13:30,469,70.8,80.2,0,128,14,4,70.1
7/22/2017 13:45,437,71.6,79.7,0,124,12,5,69.9
7/22/2017 14:00,501,71,80.2,0,135,11,4,70.2
7/22/2017 14:15,441,70.7,80.2,0,122,11,4,70
7/22/2017 14:30,343,72.6,79.6,0,124,13,4,70.2
7/22/2017 14:45,478,70.8,80,0,132,12,4,69.9
7/22/2017 15:00,581,68.7,80.3,0,125,13,4,69.3
7/22/2017 15:15,479,69.7,80.5,0,127,9,3,69.9
7/22/2017 15:30,321,70.7,79.9,0,125,12,3,69.7
7/22/2017 15:45,472,68.5,80.2,0,129,12,3,69.1
7/22/2017 16:00,451,67.7,80.1,0,115,13,5,68.7
7/22/2017 16:15,443,65.7,80.2,0,122,11,4,67.9
7/22/2017 16:30,370,67.8,80.2,0,120,13,4,68.8
7/22/2017 16:45,254,67.8,79.7,0,114,11,3,68.4
7/22/2017 17:00,234,67.4,79.4,0,114,11,4,67.9
7/22/2017 17:15,144,69.7,79,0,111,13,4,68.5
7/22/2017 17:30,53,70.7,78.2,0,115,11,2,68.1
7/22/2017 17:45,32,70.6,78,0,121,11,3,67.9
7/22/2017 18:00,20,72.2,77.8,0,108,12,4,68.3
7/22/2017 18:15,6,74.2,77,0,96,8,2,68.3
7/22/2017 18:30,0,72.6,77,0,117,11,3,67.7
7/22/2017 18:45,0,73.8,77.1,0,98,8,1,68.3
7/22/2017 19:00,0,73.4,76.9,0,81,9,2,67.9
7/22/2017 19:15,0,72.7,76.8,0,88,10,2,67.6
7/22/2017 19:30,0,71.9,76.8,0,93,9,2,67.2
7/22/2017 19:45,0,72.7,77.2,0,93,10,2,67.9
7/22/2017 20:00,0,73.4,77.1,0,98,7,3,68.1
7/22/2017 20:15,0,74.5,77,0,107,5,1,68.4
7/22/2017 20:30,0,72.2,76.9,0,76,10,2,67.5
7/22/2017 20:45,0,73.1,76.7,0,93,13,2,67.6
7/22/2017 21:00,0,71.9,76.8,0,94,9,3,67.2
7/22/2017 21:15,0,68.1,77.4,0,90,14,5,66.3
7/22/2017 21:30,0,68.8,77.4,0,96,11,4,66.6
7/22/2017 21:45,0,68.5,77.5,0,98,12,4,66.5
7/22/2017 22:00,0,70.5,77.1,0,84,12,3,67
7/22/2017 22:15,0,70.8,77.1,0,107,11,3,67.1
7/22/2017 22:30,0,68.7,77.1,0,88,16,4,66.2
7/22/2017 22:45,0,70.2,77.3,0,88,10,3,67
7/22/2017 23:00,0,70.7,77,0,87,13,3,67
7/22/2017 23:15,0,69,77.2,0,84,11,4,66.5
7/22/2017 23:30,0,70.3,77.1,0,91,9,1,66.9
7/22/2017 23:45,0,69.3,76.7,0,98,12,3,66.1
7/23/2017 0:00,0,69.7,76.4,0,94,7,1,66
7/23/2017 0:15,0,69.2,76.3,0,84,6,1,65.7
7/23/2017 0:30,0,71.5,75.9,0,67,7,1,66.2
7/23/2017 0:45,0,70.7,75.8,0,72,10,2,65.8
7/23/2017 1:00,0,70.2,76.4,0,63,6,1,66.2
7/23/2017 1:15,0,72.7,76.2,0,83,5,0,67
7/23/2017 1:30,0,70.5,76.3,0,91,9,3,66.2
7/23/2017 1:45,0,69.6,76.5,0,81,7,2,66
7/23/2017 2:00,0,69,75.9,0,67,7,1,65.2
7/23/2017 2:15,0,70.2,76,0,79,5,1,65.8
7/23/2017 2:30,0,70,76,0,72,10,2,65.7
7/23/2017 2:45,0,67.8,76.1,0,87,8,2,64.9
7/23/2017 3:00,0,70.1,75.9,0,77,4,0,65.7
7/23/2017 3:15,0,70.8,75.3,0,84,4,0,65.4
7/23/2017 3:30,0,72.5,75,0,94,1,0,65.7
7/23/2017 3:45,0,70.9,75.1,0,96,4,0,65.2
7/23/2017 4:00,0,71.6,75.3,0,60,6,0,65.7
7/23/2017 4:15,0,71.6,75.3,0,70,7,0,65.7
7/23/2017 4:30,0,72.5,75.3,0,66,2,0,66
7/23/2017 4:45,0,73.4,75.1,0,46,5,0,66.2
7/23/2017 5:00,0,73.5,74.7,0,67,2,0,65.8
7/23/2017 5:15,0,72.5,74.8,0,63,4,0,65.5
7/23/2017 5:30,0,72.7,75,0,48,1,0,65.8
7/23/2017 5:45,0,72.9,74.8,0,70,2,0,65.7
7/23/2017 6:00,0,72.3,75,0,105,4,0,65.7
7/23/2017 6:15,0,72.8,75,0,96,6,0,65.9
7/23/2017 6:30,0,73.9,75.2,0,98,6,0,66.5
7/23/2017 6:45,2,73.8,75.2,0,90,4,0,66.4
7/23/2017 7:00,13,74.4,75,0,93,2,0,66.5
7/23/2017 7:15,29,75.2,75.2,0,103,7,1,67
7/23/2017 7:30,78,75.3,75.3,0,97,6,1,67.1
7/23/2017 7:45,113,73.6,76.1,0,96,7,2,67.2
7/23/2017 8:00,172,71.4,77.2,0,94,11,3,67.4
7/23/2017 8:15,198,73.2,77.1,0,100,6,2,68
7/23/2017 8:30,279,70.7,77.7,0,111,9,2,67.6
7/23/2017 8:45,172,69.5,78.2,0,112,9,2,67.6
7/23/2017 9:00,180,70.8,77.6,0,103,8,2,67.6
7/23/2017 9:15,582,66.6,78.8,0,120,9,2,67
7/23/2017 9:30,634,65.3,80.1,0,117,11,3,67.7
7/23/2017 9:45,646,66.3,80.5,0,122,10,3,68.5
7/23/2017 10:00,683,65.4,80.6,0,121,10,3,68.2
7/23/2017 10:15,730,65.4,80.9,0,117,11,2,68.5
7/23/2017 10:30,773,65.6,80.9,0,141,9,2,68.5
7/23/2017 10:45,809,65.1,81.2,0,125,6,1,68.6
7/23/2017 11:00,844,64.5,81.7,0,136,6,1,68.8
7/23/2017 11:15,872,64.6,81.6,0,141,6,1,68.8
7/23/2017 11:30,900,62.8,82.2,0,149,6,1,68.5
7/23/2017 11:45,921,63.1,82.1,0,138,5,1,68.6
7/23/2017 12:00,938,62.1,82.5,0,145,5,1,68.5
7/23/2017 12:15,957,62.6,82.7,0,139,5,1,68.9
7/23/2017 12:30,991,63.4,82.8,0,138,6,1,69.4
7/23/2017 12:45,822,64.7,82.4,0,148,6,1,69.6
7/23/2017 13:00,909,64.9,82.2,0,145,6,1,69.5
7/23/2017 13:15,786,64.8,82.2,0,128,5,1,69.4
7/23/2017 13:30,858,65.4,81.7,0,132,5,1,69.2
7/23/2017 13:45,675,65.7,81.7,0,129,7,1,69.4
7/23/2017 14:00,626,67.7,80.9,0,136,6,1,69.5
7/23/2017 14:15,710,68.2,80.7,0,146,5,1,69.5
7/23/2017 14:30,916,67.4,81.2,0,144,5,1,69.6
7/23/2017 14:45,843,65.5,82.2,0,146,4,1,69.7
7/23/2017 15:00,450,68.6,81.3,0,134,5,1,70.2
7/23/2017 15:15,475,70.2,80,0,131,7,1,69.6
7/23/2017 15:30,680,67.9,80.5,0,131,7,1,69.2
7/23/2017 15:45,390,70.5,79.9,0,132,10,2,69.7
7/23/2017 16:00,458,70.5,79.7,0,124,7,1,69.5
7/23/2017 16:15,353,71.9,79.3,0,135,6,1,69.7
7/23/2017 16:30,347,70.6,79.1,0,121,6,2,68.9
7/23/2017 16:45,324,70.9,79,0,128,5,1,69
7/23/2017 17:00,270,71.3,78.9,0,122,7,2,69
7/23/2017 17:15,141,73.3,78.3,0,122,7,2,69.2
7/23/2017 17:30,73,75.1,77.4,0,128,6,1,69.1
7/23/2017 17:45,35,75.8,77,0,132,6,2,68.9
7/23/2017 18:00,19,77.6,76.7,0,136,7,1,69.3
7/23/2017 18:15,6,77.9,76.5,0,121,8,2,69.2
7/23/2017 18:30,0,79.2,76.3,0,120,7,1,69.5
7/23/2017 18:45,0,80.3,76.2,0,124,9,1,69.8
7/23/2017 19:00,0,80.2,76.2,0,108,5,1,69.8
7/23/2017 19:15,0,80.4,76.2,0,97,5,1,69.8
7/23/2017 19:30,0,81.7,75.9,0,115,4,0,70
7/23/2017 19:45,0,80.6,76.2,0,117,5,1,69.9
7/23/2017 20:00,0,80.3,76.3,0,110,8,1,69.9
7/23/2017 20:15,0,80.7,76.4,0,131,7,1,70.1
7/23/2017 20:30,0,80.6,76.5,0,142,4,1,70.2
7/23/2017 20:45,0,81.5,76.6,0,111,5,0,70.6
7/23/2017 21:00,0,81.4,76.5,0,129,9,1,70.5
7/23/2017 21:15,0,80.6,76.7,0,121,6,2,70.4
7/23/2017 21:30,0,80.7,77,0,120,7,1,70.7
7/23/2017 21:45,0,80.7,77.1,0,117,7,2,70.8
7/23/2017 22:00,0,81.2,77.1,0,117,6,1,71
7/23/2017 22:15,0,81.2,77.1,0,120,7,2,71
7/23/2017 22:30,0,83.4,76.5,0,125,8,2,71.2
7/23/2017 22:45,0,86,75.3,0,128,6,1,70.8
7/23/2017 23:00,0,83,75.7,0,121,7,1,70.2
7/23/2017 23:15,0,78.8,76.6,0,108,8,2,69.6
7/23/2017 23:30,0,81.5,76.4,0,117,8,2,70.4
7/23/2017 23:45,0,82.6,75.3,0,112,6,1,69.7
7/24/2017 0:00,0,82.3,75.7,0,120,4,1,70
7/24/2017 0:15,0,83,75.7,0,121,4,1,70.2
7/24/2017 0:30,0,82.7,75.7,0,125,7,1,70.1
7/24/2017 0:45,0,81.4,76,0,132,9,1,70
7/24/2017 1:00,0,81.2,76.2,0,135,5,1,70.1
7/24/2017 1:15,0,84.3,76.2,0,115,10,2,71.2
7/24/2017 1:30,0,84.9,76.1,0,124,11,3,71.3
7/24/2017 1:45,0,82.4,76.1,0,122,12,4,70.4
7/24/2017 2:00,0,82.4,76.2,0,112,9,3,70.5
7/24/2017 2:15,0,83.2,76.1,0,111,8,3,70.7
7/24/2017 2:30,0,83.9,76.2,0,117,10,2,71
7/24/2017 2:45,0,85.2,76,0,121,8,2,71.3
7/24/2017 3:00,0,86.7,75.2,0,76,12,3,71
7/24/2017 3:15,0,87.1,74.7,0,111,6,1,70.6
7/24/2017 3:30,0,87.4,74.5,0,128,3,0,70.5
7/24/2017 3:45,0,87.3,74.3,0,121,3,0,70.3
7/24/2017 4:00,0,87.2,74,0,168,3,0,70
7/24/2017 4:15,0,86.9,74,0,114,9,2,69.9
7/24/2017 4:30,0,86.8,74,0,98,6,0,69.8
7/24/2017 4:45,0,87,74.1,0,114,2,0,70
7/24/2017 5:00,0,86.7,74.1,0,156,3,0,69.9
7/24/2017 5:15,0,86.9,74.1,0,223,4,0,70
7/24/2017 5:30,0,87.6,73.8,0,293,2,0,69.9
7/24/2017 5:45,0,88.1,74.1,0,302,1,0,70.4
7/24/2017 6:00,0,88.6,74.2,0,230,2,0,70.6
7/24/2017 6:15,0,89.3,74.3,0,136,4,0,70.9
7/24/2017 6:30,0,88.5,74.6,0,160,1,0,71
7/24/2017 6:45,0,87.3,75.1,0,153,4,0,71.1
7/24/2017 7:00,10,84.9,76,0,108,7,1,71.2
7/24/2017 7:15,65,84.4,76.6,0,91,6,1,71.6
7/24/2017 7:30,138,81.8,77.1,0,83,7,1,71.2
7/24/2017 7:45,200,79,78,0,86,9,3,71.1
7/24/2017 8:00,296,78.5,78.5,0,90,9,1,71.4
7/24/2017 8:15,237,76.5,79.5,0,83,5,0,71.6
7/24/2017 8:30,264,78.7,79.2,0,111,7,1,72.1
7/24/2017 8:45,383,79.2,78.6,0,101,8,1,71.7
7/24/2017 9:00,478,78,79.5,0,94,6,2,72.2
7/24/2017 9:15,295,80.6,79.3,0,125,6,0,72.9
7/24/2017 9:30,461,78.6,79.3,0,118,8,1,72.2
7/24/2017 9:45,678,74.9,80.4,0,105,6,1,71.9
7/24/2017 10:00,708,71.7,81.2,0,121,8,1,71.4
7/24/2017 10:15,742,72.6,81.3,0,112,7,1,71.9
7/24/2017 10:30,781,71.1,81.6,0,136,7,1,71.5
7/24/2017 10:45,821,70.5,82.3,0,132,5,1,72
7/24/2017 11:00,832,70.9,82.6,0,120,7,1,72.4
7/24/2017 11:15,794,70.4,82.2,0,110,6,2,71.8
7/24/2017 11:30,968,69.6,82.7,0,127,8,1,72
7/24/2017 11:45,978,69.6,83,0,151,5,1,72.3
7/24/2017 12:00,1004,68.2,83.1,0,141,5,1,71.8
7/24/2017 12:15,930,68.3,83.2,0,149,8,1,71.9
7/24/2017 12:30,532,71,81.7,0,136,5,1,71.6
7/24/2017 12:45,739,71.5,81,0,136,5,2,71.1
7/24/2017 13:00,656,71.5,81.3,0,141,6,1,71.4
7/24/2017 13:15,581,72.2,80.7,0,151,5,1,71.1
7/24/2017 13:30,500,71.9,80.9,0,125,8,1,71.2
7/24/2017 13:45,362,74.3,79.9,0,139,6,1,71.2
7/24/2017 14:00,582,72.8,80.2,0,138,6,1,70.9
7/24/2017 14:15,910,70.7,81.5,0,141,8,1,71.3
7/24/2017 14:30,685,69.7,82.1,0,125,8,1,71.5
7/24/2017 14:45,428,70.9,81.3,0,145,6,1,71.2
7/24/2017 15:00,500,68.3,81.2,0,139,3,0,70
7/24/2017 15:15,494,67.4,81.3,0,122,4,0,69.7
7/24/2017 15:30,559,68.5,81.6,0,138,6,1,70.5
7/24/2017 15:45,408,69,81,0,117,6,1,70.1
7/24/2017 16:00,465,69.7,80.8,0,125,7,1,70.2
7/24/2017 16:15,453,70,81.2,0,134,6,0,70.7
7/24/2017 16:30,346,70.2,80.9,0,122,6,1,70.5
7/24/2017 16:45,330,70.6,80.9,0,131,3,0,70.7
7/24/2017 17:00,272,71.8,80.2,0,83,6,1,70.5
7/24/2017 17:15,195,74,79.5,0,132,4,0,70.7
7/24/2017 17:30,61,76.9,78.2,0,121,3,0,70.5
7/24/2017 17:45,42,79.5,77.3,0,111,4,0,70.6
7/24/2017 18:00,23,80.4,76.5,0,86,4,0,70.1
7/24/2017 18:15,9,79.9,76.6,0,100,3,0,70
7/24/2017 18:30,0,80.7,76.2,0,72,3,0,69.9
7/24/2017 18:45,0,81.9,76,0,104,4,0,70.1
7/24/2017 19:00,0,82.9,75.8,0,127,4,0,70.3
7/24/2017 19:15,0,83.2,75.8,0,88,3,0,70.4
7/24/2017 19:30,0,83.7,75.8,0,118,5,0,70.6
7/24/2017 19:45,0,83.3,75.9,0,98,6,0,70.5
7/24/2017 20:00,0,83.2,75.9,0,90,3,0,70.5
7/24/2017 20:15,0,82.9,76,0,93,6,0,70.5
7/24/2017 20:30,0,82,76.4,0,94,8,1,70.6
7/24/2017 20:45,0,81.8,76.4,0,88,5,1,70.5
7/24/2017 21:00,0,82.9,76.1,0,128,4,0,70.6
7/24/2017 21:15,0,83,76.1,0,97,4,0,70.6
7/24/2017 21:30,0,82.8,76,0,88,7,1,70.5
7/24/2017 21:45,0,82.4,76,0,79,5,0,70.3
7/24/2017 22:00,0,82.4,76,0,50,0,0,70.3
7/24/2017 22:15,0,82.5,76.1,0,108,0,0,70.5
7/24/2017 22:30,0,83.2,75.7,0,90,0,0,70.3
7/24/2017 22:45,0,83.3,75.6,0,101,3,0,70.2
7/24/2017 23:00,0,83.2,75.8,0,93,5,0,70.4
7/24/2017 23:15,0,82.9,75.8,0,70,3,0,70.3
7/24/2017 23:30,0,84.3,75.7,0,83,0,0,70.7
7/24/2017 23:45,0,83.8,75.9,0,115,5,0,70.7
7/25/2017 0:00,0,84.7,75.9,0,132,4,0,71
7/25/2017 0:15,0,83.4,76.1,0,108,5,1,70.8
7/25/2017 0:30,0,84,76,0,101,5,1,70.9
7/25/2017 0:45,0,84.2,75.8,0,103,6,0,70.7
7/25/2017 1:00,0,82.9,76,0,111,6,1,70.5
7/25/2017 1:15,0,83.4,76,0,88,4,0,70.7
7/25/2017 1:30,0,83.2,76.1,0,93,6,1,70.7
7/25/2017 1:45,0,84.1,75.8,0,112,5,0,70.7
7/25/2017 2:00,0,84.3,75.7,0,108,4,0,70.7
7/25/2017 2:15,0,84,75.6,0,81,2,0,70.5
7/25/2017 2:30,0,83.9,75.4,0,69,3,0,70.2
7/25/2017 2:45,0,83.9,75.3,0,192,2,0,70.1
7/25/2017 3:00,0,84,75.3,0,67,0,0,70.2
7/25/2017 3:15,0,83.9,75.3,0,228,0,0,70.1
7/25/2017 3:30,0,84.1,75.1,0,304,0,0,70
7/25/2017 3:45,0,83.4,75.1,0,296,0,0,69.8
7/25/2017 4:00,0,84,75.2,0,255,1,0,70.1
7/25/2017 4:15,0,83.7,75.4,0,94,1,0,70.2
7/25/2017 4:30,0,84.3,75.4,0,136,3,0,70.4
7/25/2017 4:45,0,84.5,75.6,0,128,0,0,70.6
7/25/2017 5:00,0,85.1,75.5,0,110,0,0,70.7
7/25/2017 5:15,0,85.4,75.5,0,80,2,0,70.8
7/25/2017 5:30,0,85.1,75.7,0,74,0,0,70.9
7/25/2017 5:45,0,84.9,75.9,0,100,0,0,71.1
7/25/2017 6:00,0,85.4,75.8,0,98,0,0,71.1
7/25/2017 6:15,0,85.7,75.7,0,91,3,0,71.1
7/25/2017 6:30,0,85.9,75.4,0,62,1,0,70.9
7/25/2017 6:45,1,86.6,75.1,0,69,0,0,70.8
7/25/2017 7:00,11,86.8,75,0,81,0,0,70.8
7/25/2017 7:15,38,86.7,75.3,0,115,3,0,71.1
7/25/2017 7:30,87,85.9,75.9,0,66,0,0,71.4
7/25/2017 7:45,147,83.1,77.5,0,72,1,0,72
7/25/2017 8:00,213,81.7,78.5,0,96,1,0,72.5
7/25/2017 8:15,287,80.4,79.1,0,104,5,0,72.7
7/25/2017 8:30,252,80.2,79.5,0,103,3,0,73
7/25/2017 8:45,293,80.8,79.5,0,112,3,0,73.2
7/25/2017 9:00,342,79.8,80,0,136,2,0,73.3
7/25/2017 9:15,271,79.5,79.8,0,105,3,0,73
7/25/2017 9:30,357,80,79.9,0,104,2,0,73.3
7/25/2017 9:45,300,80.4,80,0,118,6,0,73.5
7/25/2017 10:00,435,79.5,80,0,107,6,1,73.2
7/25/2017 10:15,245,80,80.5,0,124,4,1,73.9
7/25/2017 10:30,363,83,79.4,0,128,4,0,73.9
7/25/2017 10:45,528,82.8,79.4,0,94,4,0,73.8
7/25/2017 11:00,478,80.4,79.7,0,105,5,1,73.2
7/25/2017 11:15,345,77.3,80,0,93,8,1,72.4
7/25/2017 11:30,353,79.2,79.6,0,88,8,2,72.7
7/25/2017 11:45,633,77.2,79.8,0,115,8,1,72.2
7/25/2017 12:00,700,73.4,81.8,0,125,6,1,72.7
7/25/2017 12:15,448,75.6,81.7,0,135,3,0,73.4
7/25/2017 12:30,375,76,81.1,0,93,6,1,73
7/25/2017 12:45,791,74.1,81.2,0,77,7,2,72.4
7/25/2017 13:00,495,75.9,81.6,0,86,6,2,73.4
7/25/2017 13:15,329,75.7,81.1,0,80,3,0,72.9
7/25/2017 13:30,293,79.1,80,0,98,10,2,73.1
7/25/2017 13:45,566,78,78.7,0,91,11,2,71.4
7/25/2017 14:00,775,73.1,80.3,0,79,7,1,71.1
7/25/2017 14:15,387,77.4,80.3,0,49,6,1,72.7
7/25/2017 14:30,389,78.1,79.4,0,91,5,1,72.1
7/25/2017 14:45,325,76.8,79.1,0,129,4,0,71.3
7/25/2017 15:00,299,76.4,79.4,0,122,6,0,71.5
7/25/2017 15:15,374,74.3,79.5,0,108,3,0,70.8
7/25/2017 15:30,265,73.5,79.6,0,158,1,0,70.6
7/25/2017 15:45,223,78.3,78.7,0,132,5,0,71.5
7/25/2017 16:00,462,75.8,78.8,0,340,1,0,70.7
7/25/2017 16:15,498,72.5,80.9,0,81,5,1,71.4
7/25/2017 16:30,506,70.8,82.6,0,199,4,0,72.4
7/25/2017 16:45,205,75.7,80.8,0,285,2,0,72.6
7/25/2017 17:00,141,75.9,80.3,0,337,0,0,72.2
7/25/2017 17:15,97,76.8,80,0,340,0,0,72.2
7/25/2017 17:30,79,78.4,79.4,0,11,0,0,72.2
7/25/2017 17:45,33,80,78.5,0,11,0,0,71.9
